Watchtower ID: WT3030WFXSP, Postcode: 3030, Population Served: 16718, Watchtower Point of Contact Name: Adam Guess, x: 144.658381, y: -37.920393, Diameter of Cell: 0.133228
Watchtower ID: WT3265FDRMI, Postcode: 3265, Population Served: 655, Watchtower Point of Contact Name: Anthony Colon, x: 142.885057, y: -38.059165, Diameter of Cell: 0.433892
Watchtower ID: WT3265AKLOT, Postcode: 3265, Population Served: 655, Watchtower Point of Contact Name: Nanette Murray, x: 142.770776, y: -38.149275, Diameter of Cell: 0.357596
Watchtower ID: WT3265GYEAQ, Postcode: 3265, Population Served: 655, Watchtower Point of Contact Name: Chandra Le, x: 142.600732, y: -38.287898, Diameter of Cell: 0.320685
Watchtower ID: WT3460LWSIY, Postcode: 3460, Population Served: 427, Watchtower Point of Contact Name: Caitlin Thompson, x: 144.137662, y: -37.308640, Diameter of Cell: 0.140010
Watchtower ID: WT3460HCAZF, Postcode: 3460, Population Served: 427, Watchtower Point of Contact Name: Raul Taylor, x: 144.089410, y: -37.322844, Diameter of Cell: 0.164510
Watchtower ID: WT3460HSJMZ, Postcode: 3460, Population Served: 427, Watchtower Point of Contact Name: Susan Smith, x: 144.192836, y: -37.371237, Diameter of Cell: 0.246705
Watchtower ID: WT3460QYPZU, Postcode: 3460, Population Served: 427, Watchtower Point of Contact Name: Sonia Smith, x: 144.092903, y: -37.335537, Diameter of Cell: 0.148907
Watchtower ID: WT3460SQGST, Postcode: 3460, Population Served: 427, Watchtower Point of Contact Name: Lawrence Troyer, x: 144.133592, y: -37.297582, Diameter of Cell: 0.188688
Watchtower ID: WT3460YLOEY, Postcode: 3460, Population Served: 427, Watchtower Point of Contact Name: Annette Wyckoff, x: 144.148831, y: -37.375929, Diameter of Cell: 0.228830
Watchtower ID: WT3960XUPWM, Postcode: 3960, Population Served: 2474, Watchtower Point of Contact Name: Herbert Harding, x: 146.421897, y: -38.560829, Diameter of Cell: 0.285840
Watchtower ID: WT3478NOSNX, Postcode: 3478, Population Served: 614, Watchtower Point of Contact Name: Mary Wooster, x: 143.190084, y: -36.708648, Diameter of Cell: 0.377733
Watchtower ID: WT3478BKYFZ, Postcode: 3478, Population Served: 614, Watchtower Point of Contact Name: Cristi Wetzel, x: 143.134879, y: -36.633082, Diameter of Cell: 0.473050
Watchtower ID: WT3478DPGUK, Postcode: 3478, Population Served: 614, Watchtower Point of Contact Name: Soledad Seward, x: 143.267550, y: -36.882192, Diameter of Cell: 0.331138
Watchtower ID: WT3478CBJTX, Postcode: 3478, Population Served: 614, Watchtower Point of Contact Name: Walter Robichaux, x: 143.300677, y: -36.794024, Diameter of Cell: 0.260908
Watchtower ID: WT3463YMKAQ, Postcode: 3463, Population Served: 1225, Watchtower Point of Contact Name: Rose Lemelin, x: 144.035889, y: -37.018256, Diameter of Cell: 0.322186
Watchtower ID: WT3463WLBBM, Postcode: 3463, Population Served: 1225, Watchtower Point of Contact Name: Catherine Schoonover, x: 144.184495, y: -36.985461, Diameter of Cell: 0.178058
Watchtower ID: WT3608QIPDQ, Postcode: 3608, Population Served: 2418, Watchtower Point of Contact Name: Sarah Carabajal, x: 145.292266, y: -36.874301, Diameter of Cell: 0.234160
Watchtower ID: WT3438CQCDY, Postcode: 3438, Population Served: 2387, Watchtower Point of Contact Name: David Stallings, x: 144.586903, y: -37.446515, Diameter of Cell: 0.107646
Watchtower ID: WT3621BVNYS, Postcode: 3621, Population Served: 2368, Watchtower Point of Contact Name: Wendy Louder, x: 144.937313, y: -36.131358, Diameter of Cell: 0.230416
Watchtower ID: WT3090YMXMC, Postcode: 3090, Population Served: 1182, Watchtower Point of Contact Name: Laurie Hoppe, x: 145.104324, y: -37.656224, Diameter of Cell: 0.039281
Watchtower ID: WT3090WEYIC, Postcode: 3090, Population Served: 1182, Watchtower Point of Contact Name: Jeanette Longmore, x: 145.112389, y: -37.680356, Diameter of Cell: 0.052122
Watchtower ID: WT3812PLMLE, Postcode: 3812, Population Served: 770, Watchtower Point of Contact Name: Richard Suggs, x: 145.570003, y: -38.151387, Diameter of Cell: 0.157262
Watchtower ID: WT3812XETYP, Postcode: 3812, Population Served: 770, Watchtower Point of Contact Name: Evelyn Wiseman, x: 145.526550, y: -37.989870, Diameter of Cell: 0.130939
Watchtower ID: WT3812JQWAR, Postcode: 3812, Population Served: 770, Watchtower Point of Contact Name: Evelyn Owens, x: 145.527578, y: -38.125690, Diameter of Cell: 0.135281
Watchtower ID: WT3373DXBDC, Postcode: 3373, Population Served: 573, Watchtower Point of Contact Name: Michelle Blind, x: 143.401183, y: -37.536735, Diameter of Cell: 0.288284
Watchtower ID: WT3373HEMID, Postcode: 3373, Population Served: 573, Watchtower Point of Contact Name: William Gordo, x: 143.135515, y: -37.443289, Diameter of Cell: 0.356331
Watchtower ID: WT3373ZJBZG, Postcode: 3373, Population Served: 573, Watchtower Point of Contact Name: Helen Hu, x: 143.400047, y: -37.327258, Diameter of Cell: 0.373977
Watchtower ID: WT3373FDEUM, Postcode: 3373, Population Served: 573, Watchtower Point of Contact Name: Phyllis Hegyi, x: 143.194249, y: -37.387717, Diameter of Cell: 0.309506
Watchtower ID: WT3814AGEVJ, Postcode: 3814, Population Served: 751, Watchtower Point of Contact Name: Kelly Turner, x: 145.675337, y: -38.140210, Diameter of Cell: 0.119496
Watchtower ID: WT3814OVCAP, Postcode: 3814, Population Served: 751, Watchtower Point of Contact Name: Donna Kester, x: 145.667282, y: -38.071196, Diameter of Cell: 0.164209
Watchtower ID: WT3814SZYBR, Postcode: 3814, Population Served: 751, Watchtower Point of Contact Name: Byron Needham, x: 145.646005, y: -38.146876, Diameter of Cell: 0.124642
Watchtower ID: WT3847RJDXL, Postcode: 3847, Population Served: 2191, Watchtower Point of Contact Name: Pat Burgess, x: 146.863817, y: -38.143867, Diameter of Cell: 0.365463
Watchtower ID: WT3758GCVZS, Postcode: 3758, Population Served: 1090, Watchtower Point of Contact Name: Patricia Tiller, x: 145.053038, y: -37.378489, Diameter of Cell: 0.193911
Watchtower ID: WT3758DJMSW, Postcode: 3758, Population Served: 1090, Watchtower Point of Contact Name: Christopher Allen, x: 145.075710, y: -37.371226, Diameter of Cell: 0.219880
Watchtower ID: WT3638KIKMI, Postcode: 3638, Population Served: 691, Watchtower Point of Contact Name: Helen Keeley, x: 145.296024, y: -36.004821, Diameter of Cell: 0.161170
Watchtower ID: WT3638XYYRG, Postcode: 3638, Population Served: 691, Watchtower Point of Contact Name: Craig Borman, x: 145.185088, y: -35.917627, Diameter of Cell: 1.201404
Watchtower ID: WT3638OJFZH, Postcode: 3638, Population Served: 691, Watchtower Point of Contact Name: Marco Roberts, x: 145.205790, y: -35.963256, Diameter of Cell: 0.252881
Watchtower ID: WT3440LHTRC, Postcode: 3440, Population Served: 2040, Watchtower Point of Contact Name: Candace Sutch, x: 144.510333, y: -37.403388, Diameter of Cell: 0.198134
Watchtower ID: WT3096GCQVQ, Postcode: 3096, Population Served: 980, Watchtower Point of Contact Name: Michael Canclini, x: 145.190967, y: -37.648705, Diameter of Cell: 0.059210
Watchtower ID: WT3096KTMPT, Postcode: 3096, Population Served: 980, Watchtower Point of Contact Name: Roberto Moncrief, x: 145.189057, y: -37.679248, Diameter of Cell: 0.047205
Watchtower ID: WT3458TDFZR, Postcode: 3458, Population Served: 972, Watchtower Point of Contact Name: Cynthia Yu, x: 144.370580, y: -37.543093, Diameter of Cell: 0.217430
Watchtower ID: WT3458FSKZU, Postcode: 3458, Population Served: 972, Watchtower Point of Contact Name: Eugene Henry, x: 144.400883, y: -37.456821, Diameter of Cell: 0.216384
Watchtower ID: WT3515HIKOU, Postcode: 3515, Population Served: 1944, Watchtower Point of Contact Name: Evelyn Alcala, x: 144.135273, y: -36.866963, Diameter of Cell: 0.258047
Watchtower ID: WT3501INFDS, Postcode: 3501, Population Served: 970, Watchtower Point of Contact Name: Dan Newton, x: 142.124591, y: -34.981771, Diameter of Cell: 2.010309
Watchtower ID: WT3501XTYVM, Postcode: 3501, Population Served: 970, Watchtower Point of Contact Name: Brandy Lard, x: 142.515218, y: -34.877826, Diameter of Cell: 0.684981
Watchtower ID: WT3749WLSOZ, Postcode: 3749, Population Served: 944, Watchtower Point of Contact Name: Betty Garguilo, x: 146.808695, y: -36.397106, Diameter of Cell: 0.247214
Watchtower ID: WT3749WOROF, Postcode: 3749, Population Served: 944, Watchtower Point of Contact Name: Joseph Frost, x: 146.849178, y: -36.337093, Diameter of Cell: 0.295888
Watchtower ID: WT3885EGHSP, Postcode: 3885, Population Served: 935, Watchtower Point of Contact Name: Karen Croley, x: 148.486193, y: -37.187551, Diameter of Cell: 1.606065
Watchtower ID: WT3885TPBJO, Postcode: 3885, Population Served: 935, Watchtower Point of Contact Name: Lois Jones, x: 148.259260, y: -37.302445, Diameter of Cell: 0.746657
Watchtower ID: WT3480QEOMO, Postcode: 3480, Population Served: 618, Watchtower Point of Contact Name: Ethel Priem, x: 142.791012, y: -36.491441, Diameter of Cell: 0.409281
Watchtower ID: WT3480HSGMP, Postcode: 3480, Population Served: 618, Watchtower Point of Contact Name: Pamela Sagraves, x: 142.712486, y: -36.360610, Diameter of Cell: 0.336737
Watchtower ID: WT3480GVRDF, Postcode: 3480, Population Served: 618, Watchtower Point of Contact Name: George Duncan, x: 142.994182, y: -36.207261, Diameter of Cell: 0.433162
Watchtower ID: WT3823TUJXY, Postcode: 3823, Population Served: 919, Watchtower Point of Contact Name: Dianne Moore, x: 146.112745, y: -38.205813, Diameter of Cell: 0.266979
Watchtower ID: WT3823IJDAQ, Postcode: 3823, Population Served: 919, Watchtower Point of Contact Name: Harvey Luce, x: 145.996147, y: -38.309302, Diameter of Cell: 0.199674
Watchtower ID: WT3707PYCEU, Postcode: 3707, Population Served: 918, Watchtower Point of Contact Name: William Payne, x: 148.012615, y: -36.827067, Diameter of Cell: 1.167968
Watchtower ID: WT3707TDXBB, Postcode: 3707, Population Served: 918, Watchtower Point of Contact Name: Stephen Kelley, x: 147.929564, y: -36.525040, Diameter of Cell: 1.638466
Watchtower ID: WT3675CGSWG, Postcode: 3675, Population Served: 902, Watchtower Point of Contact Name: Sandra Holland, x: 146.089600, y: -36.499298, Diameter of Cell: 0.272408
Watchtower ID: WT3675UTKNU, Postcode: 3675, Population Served: 902, Watchtower Point of Contact Name: Joseph Perkins, x: 146.188643, y: -36.273988, Diameter of Cell: 0.311966
Watchtower ID: WT3370QYSHJ, Postcode: 3370, Population Served: 356, Watchtower Point of Contact Name: Paul Padilla, x: 143.834773, y: -37.283037, Diameter of Cell: 0.245787
Watchtower ID: WT3370KWSUP, Postcode: 3370, Population Served: 356, Watchtower Point of Contact Name: Anna Thornton, x: 143.841872, y: -37.315451, Diameter of Cell: 0.185257
Watchtower ID: WT3370XRAHI, Postcode: 3370, Population Served: 356, Watchtower Point of Contact Name: Tammy Compton, x: 143.760505, y: -37.178894, Diameter of Cell: 0.152807
Watchtower ID: WT3370MSMOW, Postcode: 3370, Population Served: 356, Watchtower Point of Contact Name: Mari Delgado, x: 143.808978, y: -37.182938, Diameter of Cell: 0.206416
Watchtower ID: WT3370DKBYO, Postcode: 3370, Population Served: 356, Watchtower Point of Contact Name: Marsha Lafontant, x: 143.924525, y: -37.324556, Diameter of Cell: 0.251900
Watchtower ID: WT3673HXZDV, Postcode: 3673, Population Served: 346, Watchtower Point of Contact Name: June Matteson, x: 145.995602, y: -36.518261, Diameter of Cell: 0.213245
Watchtower ID: WT3673LHTGB, Postcode: 3673, Population Served: 346, Watchtower Point of Contact Name: Casandra Rodriquez, x: 146.028643, y: -36.578462, Diameter of Cell: 0.253330
Watchtower ID: WT3673UDUWK, Postcode: 3673, Population Served: 346, Watchtower Point of Contact Name: Gertrude Charpentier, x: 146.064081, y: -36.511711, Diameter of Cell: 0.145785
Watchtower ID: WT3673IJRGA, Postcode: 3673, Population Served: 346, Watchtower Point of Contact Name: Tanya Boteilho, x: 145.976899, y: -36.700473, Diameter of Cell: 0.261882
Watchtower ID: WT3673KVXLO, Postcode: 3673, Population Served: 346, Watchtower Point of Contact Name: Victor Haile, x: 146.072469, y: -36.426248, Diameter of Cell: 0.293734
Watchtower ID: WT3610MARUH, Postcode: 3610, Population Served: 1712, Watchtower Point of Contact Name: John Cusumano, x: 145.240194, y: -36.658402, Diameter of Cell: 0.324985
Watchtower ID: WT3831YJUPB, Postcode: 3831, Population Served: 1702, Watchtower Point of Contact Name: Scott Veliz, x: 146.001292, y: -37.979367, Diameter of Cell: 0.286902
Watchtower ID: WT3281EZDKH, Postcode: 3281, Population Served: 1699, Watchtower Point of Contact Name: Barb Alton, x: 142.457912, y: -38.324299, Diameter of Cell: 0.141230
Watchtower ID: WT3341XDEDB, Postcode: 3341, Population Served: 1663, Watchtower Point of Contact Name: Bernice Horner, x: 144.296635, y: -37.547884, Diameter of Cell: 0.264248
Watchtower ID: WT3943EYMAH, Postcode: 3943, Population Served: 398, Watchtower Point of Contact Name: Sarah Lugo, x: 144.723310, y: -38.341400, Diameter of Cell: 0.098480
Watchtower ID: WT3943KMLNK, Postcode: 3943, Population Served: 398, Watchtower Point of Contact Name: John Altman, x: 144.728637, y: -38.356644, Diameter of Cell: 0.050110
Watchtower ID: WT3943FFEHH, Postcode: 3943, Population Served: 398, Watchtower Point of Contact Name: Floyd Mcfaul, x: 144.721922, y: -38.326660, Diameter of Cell: 0.220873
Watchtower ID: WT3943HZQVK, Postcode: 3943, Population Served: 398, Watchtower Point of Contact Name: Alfred Turner, x: 144.727133, y: -38.362317, Diameter of Cell: 0.735573
Watchtower ID: WT3091FDFST, Postcode: 3091, Population Served: 1588, Watchtower Point of Contact Name: Rebecca Stancliff, x: 145.122401, y: -37.635406, Diameter of Cell: 0.041273
Watchtower ID: WT3272EWWHF, Postcode: 3272, Population Served: 769, Watchtower Point of Contact Name: Roger Anderson, x: 142.714015, y: -38.038851, Diameter of Cell: 0.193729
Watchtower ID: WT3272BKXQG, Postcode: 3272, Population Served: 769, Watchtower Point of Contact Name: Lisa Sharpe, x: 142.870168, y: -37.889472, Diameter of Cell: 0.400686
Watchtower ID: WT3763VATKY, Postcode: 3763, Population Served: 1536, Watchtower Point of Contact Name: Paul Taylor, x: 145.335723, y: -37.514610, Diameter of Cell: 0.107685
Watchtower ID: WT3987SSZNL, Postcode: 3987, Population Served: 763, Watchtower Point of Contact Name: Eddie Rodriguez, x: 145.615669, y: -38.342428, Diameter of Cell: 0.109836
Watchtower ID: WT3987IUCAW, Postcode: 3987, Population Served: 763, Watchtower Point of Contact Name: Nicole Jordan, x: 145.663248, y: -38.312569, Diameter of Cell: 0.127240
Watchtower ID: WT3937DRRVK, Postcode: 3937, Population Served: 762, Watchtower Point of Contact Name: Tena Colicchio, x: 145.007443, y: -38.406174, Diameter of Cell: 0.143798
Watchtower ID: WT3937YBAGH, Postcode: 3937, Population Served: 762, Watchtower Point of Contact Name: Tyesha Evans, x: 145.038588, y: -38.372627, Diameter of Cell: 0.146060
Watchtower ID: WT3786EFOMB, Postcode: 3786, Population Served: 506, Watchtower Point of Contact Name: Donald Thomas, x: 145.344879, y: -37.874609, Diameter of Cell: 0.027367
Watchtower ID: WT3786QKGRU, Postcode: 3786, Population Served: 506, Watchtower Point of Contact Name: Joe Pulaski, x: 145.332612, y: -37.876148, Diameter of Cell: 0.037822
Watchtower ID: WT3786NFEXM, Postcode: 3786, Population Served: 506, Watchtower Point of Contact Name: Valarie Ladd, x: 145.338967, y: -37.862808, Diameter of Cell: 0.028458
Watchtower ID: WT3321SLUNV, Postcode: 3321, Population Served: 759, Watchtower Point of Contact Name: Kim Olenius, x: 143.984293, y: -38.130557, Diameter of Cell: 0.283799
Watchtower ID: WT3321FSNXX, Postcode: 3321, Population Served: 759, Watchtower Point of Contact Name: James Mcintosh, x: 144.002206, y: -38.104531, Diameter of Cell: 0.207850
Watchtower ID: WT3904PAGSD, Postcode: 3904, Population Served: 1449, Watchtower Point of Contact Name: Joseph Guers, x: 147.881423, y: -37.857563, Diameter of Cell: 0.184232
Watchtower ID: WT3097XJCTL, Postcode: 3097, Population Served: 288, Watchtower Point of Contact Name: Patricia Radune, x: 145.183643, y: -37.718659, Diameter of Cell: 0.051187
Watchtower ID: WT3097RLMTE, Postcode: 3097, Population Served: 288, Watchtower Point of Contact Name: Lois Vranicar, x: 145.183405, y: -37.691368, Diameter of Cell: 0.041363
Watchtower ID: WT3097ZVIBG, Postcode: 3097, Population Served: 288, Watchtower Point of Contact Name: Timothy Long, x: 145.227096, y: -37.689580, Diameter of Cell: 0.063543
Watchtower ID: WT3097QGSQV, Postcode: 3097, Population Served: 288, Watchtower Point of Contact Name: Michael Leedom, x: 145.228738, y: -37.669814, Diameter of Cell: 0.074093
Watchtower ID: WT3097XAVZR, Postcode: 3097, Population Served: 288, Watchtower Point of Contact Name: Shelby Harlow, x: 145.254098, y: -37.720067, Diameter of Cell: 0.079814
Watchtower ID: WT3517QWJOG, Postcode: 3517, Population Served: 710, Watchtower Point of Contact Name: Sharon Smith, x: 143.824029, y: -36.455993, Diameter of Cell: 0.424211
Watchtower ID: WT3517YLCTS, Postcode: 3517, Population Served: 710, Watchtower Point of Contact Name: Andres Stringer, x: 143.965875, y: -36.528925, Diameter of Cell: 0.293522
Watchtower ID: WT3283LERNB, Postcode: 3283, Population Served: 1361, Watchtower Point of Contact Name: Robert Boyd, x: 142.413672, y: -38.303667, Diameter of Cell: 0.272882
Watchtower ID: WT3669LSORM, Postcode: 3669, Population Served: 334, Watchtower Point of Contact Name: Patrick Thomas, x: 145.647945, y: -36.432170, Diameter of Cell: 0.144813
Watchtower ID: WT3669OUWTC, Postcode: 3669, Population Served: 334, Watchtower Point of Contact Name: Terry Shirley, x: 145.691515, y: -36.467359, Diameter of Cell: 0.150183
Watchtower ID: WT3669WHCWK, Postcode: 3669, Population Served: 334, Watchtower Point of Contact Name: Roxanne Fraley, x: 145.945117, y: -36.701771, Diameter of Cell: 0.158893
Watchtower ID: WT3669MKTAQ, Postcode: 3669, Population Served: 334, Watchtower Point of Contact Name: James Fonville, x: 145.551455, y: -36.600768, Diameter of Cell: 0.326510
